CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
714347508,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,21,4,3,3,7766.0,1278,6488.0,0.806,2423,74,0.609,0.165,0.00031104,0.99969
712576908,Existing Customer,30,M,0,High School,Married,$60K - $80K,Blue,36,5,2,4,4516.0,2252,2264.0,0.889,1819,24,0.846,0.499,0.00027243,0.99973
779811183,Existing Customer,35,F,3,Uneducated,Married,Less Than $40K,Blue,25,4,1,2,2149.0,1118,1031.0,0.903,1581,30,1.0,0.52,5.8763e-05,0.99994
715217733,Existing Customer,33,F,2,High School,Single,Unknown,Blue,25,5,1,4,11922.0,792,11130.0,0.667,2154,61,0.525,0.066,0.00015363,0.99985
711329658,Existing Customer,30,M,0,High School,Married,$120K +,Blue,13,3,1,4,9007.0,1965,7042.0,0.698,1925,42,0.448,0.218,0.00013184,0.99987
709854483,Existing Customer,35,F,1,High School,Married,Unknown,Blue,17,5,3,3,4588.0,2517,2071.0,1.525,2442,62,0.632,0.549,0.00027604,0.99972
713630733,Existing Customer,34,F,2,Graduate,Single,Less Than $40K,Blue,24,5,3,3,5712.0,1955,3757.0,0.969,2617,54,0.8,0.342,0.00030251,0.9997
712730583,Existing Customer,29,M,0,Uneducated,Married,$60K - $80K,Blue,20,5,2,3,8592.0,1201,7391.0,0.778,1842,50,0.852,0.14,0.00016891,0.99983
787983633,Existing Customer,35,F,3,Uneducated,Married,Less Than $40K,Blue,26,6,1,3,3187.0,2517,670.0,1.214,2072,33,0.833,0.79,9.8837e-05,0.9999
715498308,Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,36,4,3,4,3454.0,1603,1851.0,1.078,1575,41,0.519,0.464,0.000516,0.99948
716612958,Existing Customer,35,F,2,College,Married,$40K - $60K,Blue,29,6,1,3,10980.0,1726,9254.0,0.856,1830,36,0.636,0.157,9.0064e-05,0.99991
778708533,Attrited Customer,26,F,0,High School,Single,$40K - $60K,Blue,13,2,2,4,1730.0,1616,114.0,0.331,869,27,0.286,0.934,0.99634,0.00365621
715457658,Existing Customer,29,F,1,Graduate,Married,Unknown,Blue,19,3,3,4,1709.0,1465,244.0,0.558,1757,48,0.548,0.857,0.00048435,0.99952
781326483,Existing Customer,31,M,0,Graduate,Single,$60K - $80K,Blue,25,6,1,2,8673.0,0,8673.0,0.876,2457,58,0.933,0.0,4.7263e-05,0.99995
712557708,Existing Customer,35,M,1,High School,Married,$60K - $80K,Blue,21,5,2,2,6391.0,2317,4074.0,0.831,2274,61,1.033,0.363,0.00010386,0.9999
773297508,Existing Customer,34,M,3,College,Married,$80K - $120K,Blue,28,3,1,3,24765.0,1999,22766.0,1.013,1544,36,0.714,0.081,9.3457e-05,0.99991
708242283,Existing Customer,29,M,1,College,Single,$60K - $80K,Blue,36,5,3,2,5346.0,0,5346.0,0.928,3253,80,0.818,0.0,0.00016415,0.99984
789247458,Existing Customer,32,M,0,Graduate,Single,$40K - $60K,Blue,21,6,2,3,2801.0,1472,1329.0,1.027,2467,54,0.8,0.526,0.00016428,0.99984
713734758,Existing Customer,35,F,2,Graduate,Married,Unknown,Blue,23,4,2,2,6729.0,2375,4354.0,0.579,2080,50,0.351,0.353,0.00011382,0.99989
717159858,Existing Customer,27,M,1,High School,Single,$60K - $80K,Blue,18,5,2,2,2730.0,1351,1379.0,0.623,2319,61,0.743,0.495,0.00010386,0.9999
713259858,Attrited Customer,26,M,0,High School,Single,$40K - $60K,Blue,15,3,1,3,3324.0,0,3324.0,0.537,982,22,0.692,0.0,0.98723,0.01277
737982408,Existing Customer,33,M,1,College,Single,$80K - $120K,Blue,26,4,3,4,19136.0,1608,17528.0,0.728,2501,55,0.528,0.084,0.00047091,0.99953
709361058,Existing Customer,35,M,2,Graduate,Married,$60K - $80K,Blue,24,5,1,3,7453.0,0,7453.0,0.712,1691,47,0.516,0.0,9.2637e-05,0.99991
773383158,Existing Customer,29,F,1,College,Single,Less Than $40K,Blue,23,4,3,4,4945.0,0,4945.0,1.033,2743,69,0.769,0.0,0.00047091,0.99953
716053083,Attrited Customer,33,M,2,Graduate,Married,$120K +,Blue,21,2,2,4,27992.0,0,27992.0,0.433,837,18,1.0,0.0,0.99695,0.00305189
717667833,Existing Customer,34,M,1,Graduate,Married,$40K - $60K,Blue,36,6,2,3,3735.0,1285,2450.0,1.034,1877,33,1.2,0.344,0.00017969,0.99982
811005858,Existing Customer,33,F,0,Unknown,Married,Less Than $40K,Blue,28,4,2,4,1438.3,0,1438.3,0.916,2914,70,0.591,0.0,0.00030803,0.99969
780374133,Existing Customer,29,M,1,College,Single,$80K - $120K,Blue,19,5,3,3,7010.0,2103,4907.0,1.007,2413,48,1.087,0.3,0.00027607,0.99972
789701658,Existing Customer,26,M,0,College,Single,$40K - $60K,Blue,13,5,2,2,2047.0,1196,851.0,0.623,2180,33,0.941,0.584,9.496e-05,0.99991
779686683,Existing Customer,26,F,0,Post-Graduate,Single,Less Than $40K,Blue,13,5,3,2,2902.0,1668,1234.0,0.621,2088,34,0.478,0.575,0.00018162,0.99982
713241033,Existing Customer,34,M,0,Graduate,Married,$60K - $80K,Blue,26,4,3,3,5175.0,977,4198.0,1.705,2405,49,0.885,0.189,0.0002596,0.99974
713358633,Existing Customer,30,M,1,Graduate,Single,$60K - $80K,Blue,36,6,1,2,11371.0,1015,10356.0,1.483,2768,68,0.889,0.089,5.1697e-05,0.99995
799249833,Existing Customer,34,M,2,Graduate,Single,Less Than $40K,Blue,28,5,1,4,4439.0,844,3595.0,0.863,2858,71,0.69,0.19,0.00015804,0.99984
716692683,Existing Customer,31,M,1,College,Single,$40K - $60K,Blue,22,4,1,3,9096.0,0,9096.0,0.768,2318,54,0.688,0.0,8.4537e-05,0.99992
812788233,Existing Customer,31,F,0,Graduate,Married,Less Than $40K,Blue,21,4,1,4,6315.0,1305,5010.0,0.542,2205,43,0.265,0.207,0.00013562,0.99986
757481283,Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,28,4,3,4,6921.0,2159,4762.0,0.895,1931,35,0.75,0.312,0.00052057,0.99948
714772758,Existing Customer,35,F,3,Graduate,Married,Less Than $40K,Blue,27,6,2,4,2926.0,1346,1580.0,0.834,1851,48,0.455,0.46,0.00033886,0.99966
712765158,Existing Customer,26,F,1,High School,Single,Less Than $40K,Blue,15,5,3,3,2539.0,2162,377.0,0.635,2386,47,0.382,0.852,0.00027604,0.99972
708623283,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,16,6,3,2,18278.0,0,18278.0,0.798,2084,61,1.103,0.0,0.00018494,0.99982
710067183,Existing Customer,28,M,1,High School,Single,Less Than $40K,Blue,36,5,2,3,1950.0,0,1950.0,0.803,2074,81,0.8,0.0,0.00017468,0.99983
820288233,Existing Customer,26,F,0,Uneducated,Single,Less Than $40K,Blue,20,4,3,4,1438.3,0,1438.3,0.764,2731,39,0.5,0.0,0.00045531,0.99954
717511533,Existing Customer,28,M,0,Graduate,Single,Less Than $40K,Blue,36,4,2,4,1707.0,1191,516.0,0.669,2950,87,0.977,0.698,0.00028024,0.99972
711642108,Existing Customer,30,F,1,Uneducated,Married,Unknown,Blue,13,5,2,2,4016.0,917,3099.0,1.246,2572,35,0.591,0.228,0.00010985,0.99989
712495233,Existing Customer,31,F,0,Uneducated,Married,Less Than $40K,Blue,19,5,3,2,2370.0,1699,671.0,0.889,2411,53,0.656,0.717,0.00015871,0.99984
804668658,Attrited Customer,26,F,0,Uneducated,Single,Less Than $40K,Blue,20,3,2,4,1438.3,0,1438.3,0.506,947,20,0.053,0.0,0.99654,0.00345754
717499083,Existing Customer,35,M,0,Unknown,Single,$60K - $80K,Blue,36,3,1,2,17236.0,0,17236.0,0.958,3013,78,0.696,0.0,5.1951e-05,0.99995
718971333,Existing Customer,33,M,1,Graduate,Single,$80K - $120K,Blue,20,5,3,2,13206.0,925,12281.0,0.766,2342,51,1.318,0.07,0.00016883,0.99983
709150608,Existing Customer,30,F,0,Unknown,Married,Less Than $40K,Blue,19,5,1,4,2898.0,0,2898.0,1.154,2632,64,0.778,0.0,0.00014907,0.99985
712757808,Existing Customer,33,F,2,Uneducated,Married,Less Than $40K,Blue,22,4,2,4,1544.0,0,1544.0,0.677,1731,40,0.739,0.0,0.00033577,0.99966
713413758,Existing Customer,26,F,1,College,Single,Unknown,Blue,16,4,3,3,2751.0,1599,1152.0,0.694,2270,44,0.333,0.581,0.00027607,0.99972
787570758,Existing Customer,35,M,2,Uneducated,Married,$120K +,Blue,26,3,3,4,2944.0,1596,1348.0,0.737,2070,44,0.467,0.542,0.00053055,0.99947
819117183,Existing Customer,34,F,3,Unknown,Married,$40K - $60K,Blue,29,3,2,4,1569.0,909,660.0,1.288,2169,48,1.182,0.579,0.00037246,0.99963
713770383,Existing Customer,29,F,0,Uneducated,Single,Less Than $40K,Blue,19,5,4,4,2926.0,0,2926.0,0.84,2775,74,1.114,0.0,0.00055021,0.99945
795920358,Existing Customer,33,F,2,High School,Married,Less Than $40K,Blue,27,3,2,3,7185.0,0,7185.0,1.504,2679,45,0.8,0.0,0.0001861,0.99981
710795883,Existing Customer,33,F,3,Uneducated,Married,Less Than $40K,Blue,16,6,1,4,2042.0,1864,178.0,1.318,2758,50,0.852,0.913,0.00016861,0.99983
721096983,Existing Customer,34,F,2,Graduate,Single,Less Than $40K,Blue,36,4,3,4,3625.0,2517,1108.0,1.158,2616,46,1.3,0.694,0.000516,0.99948
712902483,Existing Customer,35,M,3,High School,Married,$60K - $80K,Blue,24,3,2,2,2066.0,1699,367.0,0.624,1895,43,0.536,0.822,0.00011482,0.99989
719628033,Existing Customer,33,F,1,Post-Graduate,Married,Unknown,Blue,36,5,3,3,4134.0,1130,3004.0,1.222,2475,52,0.926,0.273,0.00033411,0.99967
721234308,Existing Customer,35,F,2,Uneducated,Married,Less Than $40K,Blue,21,6,2,3,5825.0,1815,4010.0,1.132,2820,62,0.879,0.312,0.00019683,0.9998
717138558,Existing Customer,28,M,0,Post-Graduate,Married,$40K - $60K,Blue,16,5,1,3,3665.0,0,3665.0,0.737,1813,31,0.409,0.0,9.3538e-05,0.99991
712617408,Existing Customer,31,M,1,Post-Graduate,Single,$40K - $60K,Blue,20,5,3,3,13734.0,0,13734.0,0.855,2566,74,0.762,0.0,0.00033411,0.99967
813964383,Existing Customer,35,M,3,Graduate,Single,$40K - $60K,Blue,30,3,1,3,8969.0,1226,7743.0,0.84,2568,59,0.735,0.137,9.6126e-05,0.9999
719952408,Existing Customer,30,M,0,Graduate,Married,Less Than $40K,Blue,36,3,3,2,2550.0,1623,927.0,0.65,1870,51,0.275,0.636,0.00015435,0.99985
771823308,Existing Customer,33,F,2,Uneducated,Unknown,Less Than $40K,Blue,21,5,1,4,1475.0,986,489.0,0.896,1896,33,0.833,0.668,0.00016249,0.99984
714753258,Existing Customer,34,M,2,Unknown,Married,$60K - $80K,Blue,36,5,2,4,2379.0,1982,397.0,1.194,2966,50,1.381,0.833,0.00035894,0.99964
819002508,Existing Customer,31,M,1,Unknown,Single,$40K - $60K,Blue,26,4,1,2,2037.0,0,2037.0,0.88,2563,64,0.641,0.0,5.6825e-05,0.99994
807141183,Existing Customer,34,M,1,Graduate,Married,$120K +,Blue,29,4,3,2,14938.0,1412,13526.0,0.677,1930,36,0.636,0.095,0.00016883,0.99983
714957108,Existing Customer,33,F,3,High School,Single,Less Than $40K,Blue,26,5,1,3,3616.0,0,3616.0,0.912,3133,72,1.0,0.0,9.3448e-05,0.99991
806894133,Existing Customer,34,F,3,Post-Graduate,Single,Unknown,Blue,29,3,1,4,1617.0,1347,270.0,0.73,2546,55,0.719,0.833,0.00019296,0.99981
721344858,Existing Customer,26,M,0,Uneducated,Single,Less Than $40K,Blue,13,4,4,4,2237.0,451,1786.0,0.837,2192,36,0.44,0.202,0.00055021,0.99945
719916408,Existing Customer,34,M,5,Graduate,Married,$60K - $80K,Blue,27,5,2,2,2501.0,1909,592.0,0.956,1850,34,1.125,0.763,0.00011751,0.99988
710816358,Existing Customer,29,M,1,Post-Graduate,Married,Less Than $40K,Blue,18,4,3,2,2963.0,1466,1497.0,1.378,2523,48,0.846,0.495,0.00019866,0.9998
711224733,Attrited Customer,32,M,0,High School,Married,$120K +,Blue,27,3,3,4,22382.0,0,22382.0,0.418,695,10,0.25,0.0,0.99768,0.00231656
717585858,Existing Customer,35,F,4,High School,Single,Unknown,Blue,24,5,2,4,16915.0,1679,15236.0,0.834,2795,55,0.833,0.099,0.00033294,0.99967
714474483,Existing Customer,35,F,1,Graduate,Married,$40K - $60K,Blue,29,4,2,2,2523.0,1877,646.0,1.631,2005,50,1.174,0.744,0.00010684,0.99989
711065133,Existing Customer,26,M,1,High School,Single,$40K - $60K,Blue,13,6,2,4,1473.0,0,1473.0,0.813,2099,39,0.857,0.0,0.00029799,0.9997
709363383,Existing Customer,34,M,2,High School,Single,Unknown,Blue,36,3,4,2,22886.0,836,22050.0,0.889,2652,61,0.743,0.037,0.00021132,0.99979
789760233,Existing Customer,29,M,0,Unknown,Single,$80K - $120K,Blue,14,6,3,3,3544.0,0,3544.0,0.718,2435,63,1.032,0.0,0.00028535,0.99971
712058958,Existing Customer,28,M,0,High School,Single,Less Than $40K,Blue,19,3,3,4,3480.0,0,3480.0,0.731,2744,75,0.829,0.0,0.00043049,0.99957
817686633,Existing Customer,26,F,1,College,Single,Less Than $40K,Blue,15,5,2,4,1438.3,737,701.3,0.806,2856,39,0.5,0.512,0.00029801,0.9997
711636558,Existing Customer,33,M,3,Graduate,Married,$80K - $120K,Blue,36,5,3,4,2711.0,2073,638.0,0.711,1567,42,0.75,0.765,0.00053543,0.99946
779465358,Existing Customer,26,F,0,High School,Single,Unknown,Blue,13,4,3,3,3038.0,1460,1578.0,0.98,2243,38,0.462,0.481,0.00025237,0.99975
710934033,Existing Customer,26,M,0,High School,Single,Less Than $40K,Blue,13,6,1,4,1775.0,1162,613.0,0.93,2169,43,0.536,0.655,0.00013184,0.99987
716569983,Existing Customer,33,M,2,College,Married,$80K - $120K,Blue,36,3,1,2,2355.0,1773,582.0,0.774,1765,27,0.929,0.753,5.3547e-05,0.99995
716620458,Existing Customer,32,M,1,High School,Single,Less Than $40K,Blue,23,3,2,3,4500.0,0,4500.0,0.626,2439,63,0.703,0.0,0.00017468,0.99983
710633808,Existing Customer,26,M,0,Graduate,Single,$60K - $80K,Blue,13,3,3,3,7102.0,0,7102.0,0.537,2411,41,0.281,0.0,0.0002596,0.99974
817142433,Existing Customer,35,M,3,Graduate,Married,$80K - $120K,Blue,20,5,3,4,8082.0,2307,5775.0,0.637,1725,29,1.071,0.285,0.00053543,0.99946
719452308,Existing Customer,30,F,0,Graduate,Married,Less Than $40K,Blue,23,5,2,3,2498.0,1632,866.0,0.712,2048,35,1.188,0.653,0.00016428,0.99984
801726933,Existing Customer,34,M,2,Graduate,Married,$120K +,Blue,28,4,3,3,13384.0,1853,11531.0,0.807,1899,33,0.833,0.138,0.00030251,0.9997
814776033,Existing Customer,34,M,2,Graduate,Single,$80K - $120K,Blue,29,3,1,3,13395.0,1678,11717.0,1.006,2650,69,0.865,0.125,9.2637e-05,0.99991
720802833,Existing Customer,26,F,1,High School,Single,Less Than $40K,Blue,13,3,2,3,2404.0,1198,1206.0,0.501,2692,63,0.5,0.498,0.00017468,0.99983
709974108,Existing Customer,35,F,1,Graduate,Single,Less Than $40K,Blue,23,4,3,3,2640.0,1051,1589.0,0.833,3116,80,0.6,0.398,0.00028395,0.99972
757024233,Existing Customer,34,M,2,Graduate,Single,$120K +,Blue,27,3,1,4,31313.0,2152,29161.0,0.679,2555,62,0.676,0.069,0.00015804,0.99984
812441358,Existing Customer,26,M,1,College,Single,$40K - $60K,Blue,21,3,3,2,1438.3,0,1438.3,0.745,2660,89,0.712,0.0,0.00016415,0.99984
715749858,Existing Customer,30,M,1,Unknown,Married,$40K - $60K,Blue,18,5,1,3,4726.0,1380,3346.0,0.622,1723,31,0.55,0.292,9.5577e-05,0.9999
710951808,Existing Customer,32,M,1,Unknown,Married,Less Than $40K,Blue,36,5,3,3,6100.0,1520,4580.0,0.853,1668,32,0.882,0.249,0.00031211,0.99969
719243808,Existing Customer,33,F,1,Graduate,Married,Less Than $40K,Blue,20,3,2,4,3792.0,1625,2167.0,0.618,1888,39,0.625,0.429,0.00030653,0.99969
711346383,Existing Customer,33,M,1,High School,Single,$80K - $120K,Blue,28,4,3,3,34516.0,0,34516.0,0.636,2804,70,0.842,0.0,0.00027604,0.99972
709858533,Existing Customer,29,M,2,Graduate,Single,Less Than $40K,Blue,20,4,1,2,2462.0,2021,441.0,0.966,2320,57,0.676,0.821,5.5077e-05,0.99994
715822008,Existing Customer,32,M,1,High School,Married,Less Than $40K,Blue,14,4,2,2,3568.0,2175,1393.0,1.368,1913,35,0.667,0.61,0.00010386,0.9999
710375283,Existing Customer,26,F,0,Uneducated,Single,$40K - $60K,Blue,18,4,3,2,2033.0,1471,562.0,0.672,2236,55,0.41,0.724,0.00015871,0.99984
713767383,Existing Customer,32,F,0,High School,Married,$40K - $60K,Blue,22,4,2,2,2062.0,1665,397.0,1.276,2397,41,0.64,0.807,9.4951e-05,0.99991
712452033,Existing Customer,26,M,1,Unknown,Single,Less Than $40K,Blue,13,6,2,3,2479.0,828,1651.0,0.44,2225,44,0.294,0.334,0.00019751,0.9998
720440583,Existing Customer,35,M,2,Unknown,Married,$80K - $120K,Blue,36,6,2,2,2263.0,1188,1075.0,0.84,1927,47,0.382,0.525,0.00012511,0.99987
819966033,Existing Customer,32,M,0,Graduate,Single,Unknown,Blue,27,6,3,3,9238.0,0,9238.0,0.809,2522,68,0.478,0.0,0.0002596,0.99974
793355508,Existing Customer,32,M,0,Graduate,Single,Less Than $40K,Blue,26,6,3,3,6942.0,0,6942.0,0.544,2657,71,0.69,0.0,0.0002596,0.99974
719826333,Existing Customer,34,F,2,Doctorate,Single,Less Than $40K,Blue,13,5,1,2,1438.3,0,1438.3,0.946,2557,67,0.763,0.0,7.9702e-05,0.99992
789309558,Existing Customer,31,M,2,College,Married,Less Than $40K,Blue,21,6,2,4,2718.0,1920,798.0,1.604,2570,49,1.042,0.706,0.00031749,0.99968
803587533,Existing Customer,33,M,1,Uneducated,Single,$60K - $80K,Blue,28,6,3,4,2618.0,1812,806.0,0.706,3319,86,0.911,0.692,0.000498,0.9995
789777408,Attrited Customer,26,F,0,Post-Graduate,Single,Less Than $40K,Blue,15,3,2,3,1442.0,1428,14.0,0.496,1134,26,0.238,0.99,0.99485,0.00515
716811483,Existing Customer,30,F,2,Uneducated,Married,Less Than $40K,Blue,24,4,2,1,2063.0,0,2063.0,0.553,1859,43,0.536,0.0,7.0576e-05,0.99993
789167658,Existing Customer,34,M,3,College,Married,$60K - $80K,Blue,23,5,3,2,4245.0,1815,2430.0,0.846,1534,34,0.545,0.428,0.00018146,0.99982
717730533,Existing Customer,32,M,0,Graduate,Single,$40K - $60K,Blue,21,6,1,3,1614.0,925,689.0,0.598,2659,63,0.75,0.573,7.9494e-05,0.99992
714211533,Existing Customer,31,M,0,Graduate,Single,Less Than $40K,Blue,36,4,3,2,3312.0,2491,821.0,0.62,2670,50,0.667,0.752,0.00015435,0.99985
710287533,Existing Customer,31,M,2,Graduate,Single,$40K - $60K,Blue,36,3,2,4,6269.0,1169,5100.0,0.743,2221,57,0.727,0.186,0.00032656,0.99967
821296083,Existing Customer,34,F,1,College,Married,Less Than $40K,Blue,30,3,3,3,2617.0,1010,1607.0,0.659,2003,47,0.679,0.386,0.00027607,0.99972
711562833,Attrited Customer,35,M,4,Graduate,Married,$80K - $120K,Blue,24,6,3,4,12634.0,0,12634.0,0.323,717,18,0.286,0.0,0.99816,0.00184351
716447733,Existing Customer,32,M,3,Graduate,Married,$40K - $60K,Blue,18,5,3,3,6407.0,963,5444.0,1.052,1921,43,0.72,0.15,0.0003139,0.99969
711403383,Existing Customer,33,F,3,College,Single,Less Than $40K,Blue,23,6,4,1,2562.0,1968,594.0,0.546,2256,70,0.591,0.768,0.00013226,0.99987
710632683,Existing Customer,31,M,1,Uneducated,Married,$40K - $60K,Blue,24,5,2,3,1438.3,0,1438.3,0.665,2308,49,0.4,0.0,0.00018475,0.99982
711817158,Existing Customer,30,M,2,College,Single,$40K - $60K,Blue,22,3,3,4,3143.0,1075,2068.0,0.643,2510,57,0.629,0.342,0.00050168,0.9995
716399583,Existing Customer,34,M,1,Uneducated,Married,$120K +,Blue,36,6,2,1,19630.0,1251,18379.0,1.399,2286,39,0.696,0.064,6.6245e-05,0.99993
815104608,Existing Customer,28,F,0,Graduate,Single,Less Than $40K,Blue,23,5,1,3,3818.0,584,3234.0,0.7,2947,87,0.706,0.153,7.9494e-05,0.99992
712204308,Existing Customer,33,M,0,Unknown,Single,$40K - $60K,Blue,36,6,1,1,10023.0,504,9519.0,0.942,2878,65,0.625,0.05,3.1329e-05,0.99997
720050208,Existing Customer,27,F,1,High School,Single,Less Than $40K,Blue,19,4,1,3,4255.0,1748,2507.0,0.516,2236,57,0.541,0.411,8.453e-05,0.99992
793952133,Existing Customer,32,F,0,High School,Married,Less Than $40K,Blue,26,6,2,3,2778.0,2312,466.0,0.727,1680,33,1.062,0.832,0.0001597,0.99984
712187808,Existing Customer,27,M,0,Uneducated,Married,$40K - $60K,Blue,15,4,3,4,3682.0,0,3682.0,0.685,1826,35,0.75,0.0,0.00045531,0.99954
719293533,Existing Customer,30,M,1,College,Single,Unknown,Blue,13,3,3,3,21590.0,2517,19073.0,0.813,2567,70,0.795,0.117,0.00027607,0.99972
709501683,Existing Customer,33,F,1,Graduate,Single,$40K - $60K,Blue,24,5,1,2,5830.0,1665,4165.0,0.684,2263,60,0.714,0.286,5.1697e-05,0.99995
709674333,Existing Customer,33,M,2,High School,Single,$60K - $80K,Blue,23,4,2,1,2400.0,0,2400.0,1.064,2677,70,0.892,0.0,6.6728e-05,0.99993
717495258,Existing Customer,34,M,3,Uneducated,Married,$80K - $120K,Blue,25,6,3,2,9131.0,916,8215.0,0.863,1893,36,0.565,0.1,0.00019191,0.99981
719996958,Existing Customer,29,F,0,Uneducated,Single,Less Than $40K,Blue,23,5,3,4,7997.0,0,7997.0,0.935,2208,56,0.806,0.0,0.00045531,0.99954
719131533,Existing Customer,29,F,0,Post-Graduate,Single,Less Than $40K,Blue,17,3,2,4,2585.0,2008,577.0,1.266,3519,73,0.622,0.777,0.00032974,0.99967
810201783,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,17,5,3,3,3119.0,1328,1791.0,0.722,2740,62,0.512,0.426,0.0002596,0.99974
710782458,Existing Customer,31,M,1,Graduate,Married,$40K - $60K,Blue,20,6,2,5,2469.0,1695,774.0,0.842,1615,36,0.333,0.687,0.00053033,0.99947
710363433,Existing Customer,26,M,0,High School,Single,Less Than $40K,Blue,36,6,3,3,2735.0,1348,1387.0,0.805,2441,58,0.45,0.493,0.00025237,0.99975
715479483,Existing Customer,35,M,2,College,Married,$80K - $120K,Blue,36,5,2,4,15279.0,1496,13783.0,0.997,2079,57,0.425,0.098,0.00031749,0.99968
717348258,Existing Customer,33,M,1,Graduate,Married,$120K +,Blue,21,4,1,3,4459.0,1899,2560.0,1.349,2502,48,1.0,0.426,8.6952e-05,0.99991
713352183,Existing Customer,30,M,1,Post-Graduate,Married,Less Than $40K,Blue,17,5,1,2,7173.0,1227,5946.0,0.646,1793,33,0.737,0.171,6.083e-05,0.99994
721288158,Existing Customer,33,M,2,Unknown,Single,$120K +,Blue,15,4,2,2,25033.0,2300,22733.0,0.716,2529,71,0.578,0.092,0.00012511,0.99987
757881258,Existing Customer,31,M,0,Graduate,Single,$60K - $80K,Blue,24,6,2,2,4232.0,2092,2140.0,0.604,2565,69,0.865,0.494,9.7673e-05,0.9999
715843533,Existing Customer,26,M,1,College,Single,$40K - $60K,Blue,36,3,4,3,2703.0,1256,1447.0,0.949,2111,29,0.706,0.465,0.00033362,0.99967
717234183,Existing Customer,29,M,1,Graduate,Married,Less Than $40K,Blue,18,4,1,4,2710.0,629,2081.0,0.771,1718,37,0.762,0.232,0.00014834,0.99985
709710783,Existing Customer,35,F,0,High School,Single,Less Than $40K,Blue,36,4,3,4,5931.0,0,5931.0,0.668,2730,71,0.614,0.0,0.00043049,0.99957
787284858,Existing Customer,35,M,2,Uneducated,Unknown,$120K +,Blue,29,5,1,2,3300.0,1731,1569.0,0.689,1745,27,0.929,0.525,5.663e-05,0.99994
713331408,Existing Customer,35,M,3,Uneducated,Married,$40K - $60K,Blue,36,6,2,5,8682.0,1647,7035.0,0.971,1792,36,0.8,0.19,0.00060278,0.9994
778693458,Attrited Customer,32,M,1,High School,Single,$60K - $80K,Blue,13,3,3,3,12616.0,0,12616.0,1.054,1376,29,0.611,0.0,0.99639,0.00360858
770647233,Existing Customer,35,F,2,High School,Married,Less Than $40K,Blue,21,5,6,3,2157.0,1188,969.0,0.847,2111,59,0.639,0.551,0.00023216,0.99977
771756333,Existing Customer,34,F,3,Graduate,Married,Less Than $40K,Blue,23,5,3,3,2263.0,1794,469.0,0.794,2154,37,0.542,0.793,0.0003139,0.99969
716800908,Existing Customer,26,F,2,High School,Single,Unknown,Blue,13,5,0,3,5137.0,0,5137.0,0.699,2496,49,0.581,0.0,3.3324e-05,0.99997
711574008,Existing Customer,32,M,3,College,Single,$80K - $120K,Blue,21,4,3,5,21390.0,0,21390.0,0.946,2477,59,0.341,0.0,0.00090051,0.9991
709564683,Attrited Customer,32,M,2,Graduate,Married,$40K - $60K,Blue,22,3,3,5,4739.0,0,4739.0,0.363,886,21,0.4,0.0,0.99888,0.00111805
772292358,Attrited Customer,30,M,1,College,Single,Less Than $40K,Blue,19,4,3,3,7970.0,0,7970.0,0.776,1284,30,0.429,0.0,0.99639,0.00360825
708446808,Existing Customer,33,M,1,Post-Graduate,Married,$80K - $120K,Blue,36,4,3,2,2946.0,1359,1587.0,0.746,2017,48,0.455,0.461,0.00019866,0.9998
708735183,Existing Customer,35,F,2,High School,Married,Less Than $40K,Blue,22,4,3,3,2544.0,1848,696.0,0.804,2289,49,0.441,0.726,0.00029408,0.99971
789050883,Existing Customer,33,F,2,Doctorate,Single,Unknown,Blue,21,4,3,4,5297.0,0,5297.0,0.779,2655,62,0.55,0.0,0.00074656,0.99925
714531108,Existing Customer,31,M,1,College,Married,$80K - $120K,Blue,36,4,3,3,4260.0,1775,2485.0,1.239,2109,52,0.625,0.417,0.00027607,0.99972
805261983,Existing Customer,35,F,4,Unknown,Married,Less Than $40K,Blue,30,6,3,4,1626.0,979,647.0,1.467,2847,61,0.968,0.602,0.0005948,0.99941
715206408,Existing Customer,31,F,1,High School,Single,Less Than $40K,Blue,22,5,1,5,6662.0,0,6662.0,0.934,3264,83,0.766,0.0,0.00024953,0.99975
737933883,Existing Customer,34,M,1,High School,Married,$60K - $80K,Blue,27,3,1,2,8063.0,2149,5914.0,0.722,2042,49,0.69,0.267,5.0256e-05,0.99995
768655158,Existing Customer,29,M,0,Unknown,Married,$60K - $80K,Blue,23,3,3,2,6224.0,1092,5132.0,0.919,2222,39,0.56,0.175,0.00016966,0.99983
